game_type,text1,text2,answer,option1,option2,option3,option4,difficulty,category,know_more,hint,image_url,topic
root-raider,geo,geography geology,earth,earth,water,fire,life,Easy,vocabulary,Geo = earth. Geography = study of earth,,
root-raider,tele,telephone television,far/distant,far/distant,close,inside,above,Medium,vocabulary,Tele = far. Telephone = far sound,,
root-raider,chrono,chronological chronicle,time,time,color,sound,light,Medium,vocabulary,Chrono = time. Chronological = in time order,,
root-raider,phon,phonics telephone,sound,sound,light,smell,taste,Medium,vocabulary,Phon = sound. Phonics = study of sounds,,
root-raider,bene,benefit beneficial,good/well,good/well,bad,small,large,Hard,vocabulary,Bene = good. Benefit = something good,,
root-raider,mal,malfunction malice,bad/evil,bad/evil,good,fast,slow,Hard,vocabulary,Mal = bad. Malfunction = bad function,,
idiom-island,Break a leg!,Said to performers before a show,Good luck!,Good luck!,Get injured,Run away,Be careful,Easy,vocabulary,Theater tradition - wishing good luck,,
idiom-island,It's raining cats and dogs.,Describing weather,Raining very heavily,Raining very heavily,Animals falling,Light rain,Cloudy sky,Easy,vocabulary,Means extremely heavy rain,,
idiom-island,Piece of cake,Describing a task,Very easy,Very easy,Delicious food,Party time,Sweet treat,Easy,vocabulary,When something is super easy to do,,
idiom-island,Hit the books,What a student should do,Study hard,Study hard,Fight books,Throw books,Buy books,Medium,vocabulary,Means to study seriously,,
idiom-island,Under the weather,How someone feels,Feeling sick,Feeling sick,Outside in rain,Very cold,Lost compass,Medium,vocabulary,Feeling unwell or ill,,
idiom-island,Cost an arm and a leg,Describing a price,Very expensive,Very expensive,Need surgery,Free item,Body parts,Medium,vocabulary,Something that costs a lot of money,,
idiom-island,Burning the midnight oil,Describing work habits,Working very late,Working very late,Fire hazard,Cooking oil,Lamp repair,Hard,vocabulary,Working late into the night,,
idiom-island,Bite off more than you can chew,Describing a situation,Taking on too much,Taking on too much,Eating fast,Dental problem,Food fight,Hard,vocabulary,Taking on more than you can handle,,
homophone-hunt,_____ going to the park tomorrow.,They are going,They're,They're,Their,There,They,Easy,vocabulary,They're = They are,,
homophone-hunt,The dog wagged _____ tail happily.,Belonging to the dog,its,its,it's,its',is,Easy,vocabulary,Its = belonging to it (no apostrophe),,
homophone-hunt,Put the books over _____.,That place,there,there,their,they're,the,Easy,vocabulary,There = a place,,
homophone-hunt,_____ house is the blue one on the corner.,Belonging to them,Their,Their,There,They're,Theirs,Medium,vocabulary,Their = belonging to them,,
homophone-hunt,I _____ the answer to the question.,Past tense of know,knew,knew,new,kniew,know,Medium,vocabulary,Knew = past tense of know,,
homophone-hunt,We need to _____ the package today.,Send through mail,mail,mail,male,mael,mal,Medium,vocabulary,Mail = to send,,
homophone-hunt,The _____ of the story is to be kind.,Lesson learned,moral,moral,morale,mural,mortal,Hard,vocabulary,Moral = lesson or principle,,
homophone-hunt,The knight wore heavy _____ armor.,Made of metal,steel,steel,steal,stele,stil,Hard,vocabulary,Steel = metal. Steal = to take,,
story-nebula,The Space Picnic,"Zog the alien wanted to have a picnic on the moon. He packed green sandwiches and moon cheese. He flew his silver rocket ship past three bright stars. When he landed, he saw his friend Beep-Boop the robot. They sat on a crater and watched the Earth spin. It was a beautiful blue ball in the dark sky. Zog shared his sandwich, and Beep-Boop shared his oil juice. They were happy best friends.",Green sandwiches and moon cheese,Green sandwiches and moon cheese,Pizza,Burgers,Rocks,Easy,comprehension,Did you read about the food?,He packed green sandwiches and moon cheese.,dynamic:shape:star
story-nebula,The Space Picnic,"Zog the alien wanted to have a picnic on the moon. He packed green sandwiches and moon cheese. He flew his silver rocket ship past three bright stars. When he landed, he saw his friend Beep-Boop the robot. They sat on a crater and watched the Earth spin. It was a beautiful blue ball in the dark sky. Zog shared his sandwich, and Beep-Boop shared his oil juice. They were happy best friends.",Beep-Boop,Beep-Boop,Zorg,Gleep,Bloop,Easy,comprehension,Who was the robot?,"When he landed, he saw his friend Beep-Boop the robot.",dynamic:shape:star
story-nebula,The Space Picnic,"Zog the alien wanted to have a picnic on the moon. He packed green sandwiches and moon cheese. He flew his silver rocket ship past three bright stars. When he landed, he saw his friend Beep-Boop the robot. They sat on a crater and watched the Earth spin. It was a beautiful blue ball in the dark sky. Zog shared his sandwich, and Beep-Boop shared his oil juice. They were happy best friends.",Blue,Blue,Red,Green,Purple,Easy,comprehension,What color is Earth?,It was a beautiful blue ball in the dark sky.,dynamic:shape:star
story-nebula,The Helpful Dragon,"Sparky was a small dragon who could not breathe fire. He could only breathe bubbles! The other dragons laughed at him. One day, a forest fire started near the village. The big dragons tried to stomp it out, but it was too hot. Sparky flew over the fire and blew thousands of giant wet bubbles. Pop! Pop! The bubbles burst and water splashed everywhere. The fire went out! The village was saved, and Sparky was a hero.",Bubbles,Bubbles,Fire,Smoke,Ice,Easy,comprehension,What came out of his mouth?,He could only breathe bubbles!,dynamic:shape:heart
story-nebula,The Helpful Dragon,"Sparky was a small dragon who could not breathe fire. He could only breathe bubbles! The other dragons laughed at him. One day, a forest fire started near the village. The big dragons tried to stomp it out, but it was too hot. Sparky flew over the fire and blew thousands of giant wet bubbles. Pop! Pop! The bubbles burst and water splashed everywhere. The fire went out! The village was saved, and Sparky was a hero.",He couldn't breathe fire,He couldn't breathe fire,He was too small,He was green,He couldn't fly,Easy,comprehension,Why did they laugh?,Sparky was a small dragon who could not breathe fire.,dynamic:shape:heart
story-nebula,The Helpful Dragon,"Sparky was a small dragon who could not breathe fire. He could only breathe bubbles! The other dragons laughed at him. One day, a forest fire started near the village. The big dragons tried to stomp it out, but it was too hot. Sparky flew over the fire and blew thousands of giant wet bubbles. Pop! Pop! The bubbles burst and water splashed everywhere. The fire went out! The village was saved, and Sparky was a hero.",Used wet bubbles,Used wet bubbles,Stomped on it,Blew wind,Called for help,Easy,comprehension,How did he stop the fire?,The bubbles burst and water splashed everywhere. The fire went out!,dynamic:shape:heart
story-nebula,The Secret Key,"Lily found a rusty old key in her grandmother's attic. It had a shape of a heart on top. She tried it on the front door, but it didn't work. She tried it on her jewelry box, but it was too big. Then she saw a dusty wooden chest in the corner. She put the key in the lock and turned it. Click! The chest opened. Inside was a beautiful dress made of blue silk. It was her grandmother's favorite dress.",Attic,Attic,Basement,Garden,Kitchen,Easy,comprehension,Where was the key?,Lily found a rusty old key in her grandmother's attic.,dynamic:shape:circle
story-nebula,The Secret Key,"Lily found a rusty old key in her grandmother's attic. It had a shape of a heart on top. She tried it on the front door, but it didn't work. She tried it on her jewelry box, but it was too big. Then she saw a dusty wooden chest in the corner. She put the key in the lock and turned it. Click! The chest opened. Inside was a beautiful dress made of blue silk. It was her grandmother's favorite dress.",Heart,Heart,Star,Square,Circle,Easy,comprehension,What shape was it?,It had a shape of a heart on top.,dynamic:shape:circle
story-nebula,The Secret Key,"Lily found a rusty old key in her grandmother's attic. It had a shape of a heart on top. She tried it on the front door, but it didn't work. She tried it on her jewelry box, but it was too big. Then she saw a dusty wooden chest in the corner. She put the key in the lock and turned it. Click! The chest opened. Inside was a beautiful dress made of blue silk. It was her grandmother's favorite dress.",Blue silk dress,Blue silk dress,Gold coins,Old toys,Books,Easy,comprehension,What was inside?,Inside was a beautiful dress made of blue silk.,dynamic:shape:circle
spyglass-explorer,The City Park,How many dogs are playing?,Two,Two,One,Three,Four,Easy,observation,Look closely at the animals.,Count the dogs!,dynamic:scene:park
spyglass-explorer,Sunny Beach,What color is the beach ball?,Red and Blue,Red and Blue,Green and Yellow,Purple,Orange,Easy,observation,Check the stripes on the ball.,Look at the ball colors!,dynamic:scene:beach
spyglass-explorer,Messy Classroom,Where is the red book?,On the desk,On the desk,Under the chair,On the shelf,In the bag,Hard,observation,It was near the pencils.,Check the desk surface!,dynamic:scene:classroom
sentence-builder,cat | the | on | sat | mat | the,Arrange words,The cat sat on the mat.,The cat sat on the mat.,Cat the sat mat on.,The mat sat cat the.,Sat the cat on mat.,Easy,grammar
contraction-commander,I am,Two words,I'm,I'm,Im,Iam,I'am,Easy,grammar
contraction-commander,do not,Negative,don't,don't,dont,do'nt,donot,Easy,grammar
article-adventure,apple is red.,Vowel sound,an,a,an,the,,Easy,grammar
article-adventure,dog is barking.,Consonant,a,a,an,the,,Easy,grammar
article-adventure,sun rises in the east.,Specific,the,a,an,the,,Easy,grammar
grammar-galaxy,The dog _____ loudly.,Choose the correct verb,barked,barked,barking,barks,bark,Easy,grammar,Past tense action,Check subject-verb agreement.,,Verbs
grammar-galaxy,She _____ to the store.,Choose the correct verb,walks,walks,walking,walk,walked,Easy,grammar,Present tense singular,Check subject-verb agreement.,,Verbs
grammar-galaxy,They _____ football.,Choose the correct verb,play,plays,playing,play,played,Easy,grammar,Plural subject,Check subject-verb agreement.,,Verbs
grammar-galaxy,I _____ a letter.,Choose the correct verb,wrote,writes,wrote,writing,write,Easy,grammar,Past tense irregular,Check subject-verb agreement.,,Verbs
grammar-galaxy,He _____ fast.,Choose the correct verb,runs,running,ran,runs,run,Easy,grammar,Third person singular,Check subject-verb agreement.,,Verbs
grammar-galaxy,We _____ lunch.,Choose the correct verb,eat,eats,eating,eat,ate,Easy,grammar,Plural subject base form,Check subject-verb agreement.,,Verbs
grammar-galaxy,The bird _____ away.,Choose the correct verb,flew,flies,fly,flying,flew,Easy,grammar,Irregular past tense,Check subject-verb agreement.,,Verbs
grammar-galaxy,She _____ a song.,Choose the correct verb,sang,singing,sings,sang,sing,Easy,grammar,Past tense song,Check subject-verb agreement.,,Verbs
grammar-galaxy,He _____ the ball.,Choose the correct verb,threw,throwing,threw,throws,throw,Easy,grammar,Past tense throw,Check subject-verb agreement.,,Verbs
grammar-galaxy,The cat _____ milk.,Choose the correct verb,drinks,drink,drinking,drank,drinks,Easy,grammar,Daily habit,Check subject-verb agreement.,,Verbs
grammar-galaxy,They _____ happy.,Choose the correct verb,are,are,am,be,is,Easy,grammar,Plural be verb,Check subject-verb agreement.,,Verbs
grammar-galaxy,I _____ tired.,Choose the correct verb,am,be,is,are,am,Easy,grammar,First person be verb,Check subject-verb agreement.,,Verbs
grammar-galaxy,She _____ a teacher.,Choose the correct verb,is,is,be,am,are,Easy,grammar,Singular be verb,Check subject-verb agreement.,,Verbs
grammar-galaxy,We _____ students.,Choose the correct verb,are,am,was,is,are,Easy,grammar,Plural present,Check subject-verb agreement.,,Verbs
grammar-galaxy,You _____ my friend.,Choose the correct verb,are,are,be,am,is,Easy,grammar,Second person,Check subject-verb agreement.,,Verbs
grammar-galaxy,The sun _____ bright.,Choose the correct verb,shines,shining,shine,shines,shone,Easy,grammar,Nature fact,Check subject-verb agreement.,,Verbs
grammar-galaxy,Rain _____ from clouds.,Choose the correct verb,falls,falls,falling,fall,fell,Easy,grammar,Nature fact,Check subject-verb agreement.,,Verbs
grammar-galaxy,Fish _____ in water.,Choose the correct verb,swim,swim,swam,swimming,swims,Easy,grammar,Plural fish,Check subject-verb agreement.,,Verbs
grammar-galaxy,A spider _____ 8 legs.,Choose the correct verb,has,has,had,have,having,Easy,grammar,Singular possession,Check subject-verb agreement.,,Verbs
grammar-galaxy,Birds _____ nests.,Choose the correct verb,build,building,built,build,builds,Easy,grammar,Plural action,Check subject-verb agreement.,,Verbs
grammar-galaxy,My mom _____ dinner.,Choose the correct verb,cooks,cooking,cooks,cooked,cook,Easy,grammar,Singular habit,Check subject-verb agreement.,,Verbs
grammar-galaxy,Dad _____ the car.,Choose the correct verb,drives,driving,drove,drive,drives,Easy,grammar,Singular habit,Check subject-verb agreement.,,Verbs
grammar-galaxy,The baby _____.,Choose the correct verb,cries,cried,cry,crying,cries,Easy,grammar,Singular y->ies,Check subject-verb agreement.,,Verbs
grammar-galaxy,We _____ math.,Choose the correct verb,study,study,studying,studies,studied,Easy,grammar,Plural base,Check subject-verb agreement.,,Verbs
grammar-galaxy,He _____ his teeth.,Choose the correct verb,brushes,brushes,brush,brushed,brushing,Easy,grammar,Singular es,Check subject-verb agreement.,,Verbs
grammar-galaxy,He runs _____.,Choose the correct adverb,quickly,quicker,quick,quickly,quickest,Medium,grammar,Describes how he runs,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She sings _____.,Choose the correct adverb,beautifully,beauty,beautifully,beautiful,beautify,Medium,grammar,Describes how she sings,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,The snail moves _____.,Choose the correct adverb,slowly,slow,slower,slowly,slowest,Medium,grammar,Describes movement,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He speaks _____.,Choose the correct adverb,loudly,loudest,loud,loudly,louder,Medium,grammar,Volume of speech,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,They played _____.,Choose the correct adverb,happily,happy,happiness,happily,happier,Medium,grammar,Emotion of action,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She waited _____.,Choose the correct adverb,patiently,patiented,patiently,patient,patience,Medium,grammar,Manner of waiting,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,The sun shines _____.,Choose the correct adverb,brightly,bright,brightest,brighter,brightly,Medium,grammar,Light intensity,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He writes _____.,Choose the correct adverb,neatly,neatest,neater,neat,neatly,Medium,grammar,Handwriting style,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She answered _____.,Choose the correct adverb,correctly,correction,corrected,correctly,correct,Medium,grammar,Right answer,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,The dog barked _____.,Choose the correct adverb,fiercely,fiercely,fiercer,fierce,fire,Medium,grammar,Aggressive bark,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,Rain fell _____.,Choose the correct adverb,heavily,heaviest,heavy,heavier,heavily,Medium,grammar,Amount of rain,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He whispered _____.,Choose the correct adverb,softly,softest,softer,soft,softly,Medium,grammar,Quiet voice,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She dances _____.,Choose the correct adverb,gracefully,grace,gracefully,graced,graceful,Medium,grammar,Elegant movement,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,They fought _____.,Choose the correct adverb,bravely,bravely,bravery,brave,braver,Medium,grammar,Courageous action,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He looked _____.,Choose the correct adverb,sadly,sadder,sad,saddest,sadly,Medium,grammar,Unhappy look,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She laughed _____.,Choose the correct adverb,joyfully,enjoy,joyful,joyfully,joy,Medium,grammar,Happy sound,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,The car stopped _____.,Choose the correct adverb,suddenly,soon,sooner,suddenly,sudden,Medium,grammar,Quick stop,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He works _____.,Choose the correct adverb,hard,harder,hardness,hardly,hard,Medium,grammar,Hard is an irregular adverb!,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She woke up _____.,Choose the correct adverb,early,early,earliest,year,earlier,Medium,grammar,Time adverb,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,Come here _____!,Choose the correct adverb,now,yesterday,tomorrow,now,then,Medium,grammar,Time adverb,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,He is _____ late.,Choose the correct adverb,always,often,always,sometimes,never,Medium,grammar,Frequency,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,She _____ eats candy.,Choose the correct adverb,never,never,always,often,ever,Medium,grammar,Negative frequency,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,They _____ visit us.,Choose the correct adverb,often,often,rarely,never,sometimes,Medium,grammar,Positive frequency,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,I am _____ happy.,Choose the correct adverb,very,various,very,verily,vary,Medium,grammar,Degree adverb,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,It is _____ cold.,Choose the correct adverb,too,too,two,to,tow,Medium,grammar,Excessive degree,Adverbs often end in -ly.,,Adverbs
grammar-galaxy,I saw _____ elephant.,Choose the article,an,a,an,the,one,Easy,grammar,"Use AN before vowels (a,e,i,o,u)",A/An depends on the sound that follows.,,Articles
grammar-galaxy,She has _____ cat.,Choose the article,a,an,the,a,one,Easy,grammar,Use A before consonants,A/An depends on the sound that follows.,,Articles
grammar-galaxy,_____ sun is hot.,Choose the article,The,An,One,A,The,Easy,grammar,Specific unique object,A/An depends on the sound that follows.,,Articles
grammar-galaxy,He ate _____ apple.,Choose the article,an,two,the,an,a,Easy,grammar,Apple starts with A,A/An depends on the sound that follows.,,Articles
grammar-galaxy,I want _____ cookie.,Choose the article,a,two,an,the,a,Easy,grammar,Any cookie,A/An depends on the sound that follows.,,Articles
grammar-galaxy,Please close _____ door.,Choose the article,the,one,an,the,a,Easy,grammar,Specific door,A/An depends on the sound that follows.,,Articles
grammar-galaxy,It is _____ orange.,Choose the article,an,an,one,the,a,Easy,grammar,Orange starts with O,A/An depends on the sound that follows.,,Articles
grammar-galaxy,She is _____ doctor.,Choose the article,a,an,the,one,a,Easy,grammar,Profession uses A,A/An depends on the sound that follows.,,Articles
grammar-galaxy,He is _____ honest man.,Choose the article,an,the,a,one,an,Easy,grammar,Silent H counts as vowel sound!,A/An depends on the sound that follows.,,Articles
grammar-galaxy,We saw _____ unicorn.,Choose the article,a,an,a,one,the,Easy,grammar,Unicorn starts with 'Y' sound!,A/An depends on the sound that follows.,,Articles
grammar-galaxy,_____ moon is bright.,Choose the article,The,The,A,One,An,Easy,grammar,Unique moon,A/An depends on the sound that follows.,,Articles
grammar-galaxy,I have _____ idea.,Choose the article,an,the,an,a,one,Easy,grammar,Idea starts with I,A/An depends on the sound that follows.,,Articles
grammar-galaxy,She wants _____ puppy.,Choose the article,a,the,one,an,a,Easy,grammar,Consonant P,A/An depends on the sound that follows.,,Articles
grammar-galaxy,Give me _____ pen.,Choose the article,a,a,one,the,an,Easy,grammar,Consonant P,A/An depends on the sound that follows.,,Articles
grammar-galaxy,_____ sky is blue.,Choose the article,The,One,The,An,A,Easy,grammar,Unique sky,A/An depends on the sound that follows.,,Articles
grammar-galaxy,He is _____ engineer.,Choose the article,an,the,a,an,one,Easy,grammar,Starts with E,A/An depends on the sound that follows.,,Articles
grammar-galaxy,It is _____ hour late.,Choose the article,an,the,a,an,one,Easy,grammar,Silent H,A/An depends on the sound that follows.,,Articles
grammar-galaxy,I saw _____ eagle.,Choose the article,an,an,a,one,the,Easy,grammar,Starts with E,A/An depends on the sound that follows.,,Articles
grammar-galaxy,She has _____ uniform.,Choose the article,a,the,a,an,one,Easy,grammar,'Y' sound U,A/An depends on the sound that follows.,,Articles
grammar-galaxy,_____ earth is round.,Choose the article,The,One,An,A,The,Easy,grammar,Unique planet,A/An depends on the sound that follows.,,Articles
grammar-galaxy,He read _____ book.,Choose the article,a,one,the,an,a,Easy,grammar,Consonant B,A/An depends on the sound that follows.,,Articles
grammar-galaxy,I ate _____ egg.,Choose the article,an,an,the,one,a,Easy,grammar,Starts with E,A/An depends on the sound that follows.,,Articles
grammar-galaxy,She is _____ artist.,Choose the article,an,the,an,one,a,Easy,grammar,Starts with A,A/An depends on the sound that follows.,,Articles
grammar-galaxy,He is _____ boy.,Choose the article,a,a,one,an,the,Easy,grammar,Consonant B,A/An depends on the sound that follows.,,Articles
grammar-galaxy,This is _____ end.,Choose the article,the,one,the,an,a,Easy,grammar,Specific end,A/An depends on the sound that follows.,,Articles
tense-traveler,jump,past,jumped,will jump,jumps,jumped,jumping,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,play,present,plays,will play,playing,plays,played,Medium,tenses,Regular verb,Think about present time.,,Tenses
tense-traveler,walk,past,walked,walking,walks,will walk,walked,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,talk,future,will talk,talking,talks,talked,willed talk,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,look,future,will look,looked,looks,willed look,will look,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,help,past,helped,helps,will help,helping,helped,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,cook,future,will cook,will cook,willed cook,cooking,cooks,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,clean,past,cleaned,will clean,cleaning,cleans,cleaned,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,wash,present,washes,washed,washing,will wash,washs,Medium,tenses,Ends in sh -> add es,Think about present time.,,Tenses
tense-traveler,watch,future,will watch,will watch,watching,willed watch,watched,Medium,tenses,Ends in ch -> add es,Think about future time.,,Tenses
tense-traveler,kiss,future,will kiss,will kiss,kissing,kisses,willed kiss,Medium,tenses,Ends in ss -> add es,Think about future time.,,Tenses
tense-traveler,fix,present,fixes,fixed,fixs,fixing,fixes,Medium,tenses,Ends in x -> add es,Think about present time.,,Tenses
tense-traveler,go,future,will go,willed go,will go,went,going,Medium,tenses,Irregular: go -> went,Think about future time.,,Tenses
tense-traveler,do,past,did,did,does,doed,doing,Medium,tenses,Irregular: do -> did,Think about past time.,,Tenses
tense-traveler,have,past,had,haveed,has,haveing,had,Medium,tenses,Irregular: have -> had,Think about past time.,,Tenses
tense-traveler,be,future,will be,will be,willed be,was,being,Medium,tenses,Irregular: be -> was,Think about future time.,,Tenses
tense-traveler,eat,present,eats,eating,will eat,eats,ate,Medium,tenses,Irregular: eat -> ate,Think about present time.,,Tenses
tense-traveler,run,present,runs,ran,runing,runs,will run,Medium,tenses,Irregular: run -> ran,Think about present time.,,Tenses
tense-traveler,see,past,saw,seeing,seeed,will see,saw,Medium,tenses,Irregular: see -> saw,Think about past time.,,Tenses
tense-traveler,come,present,comes,came,comeing,will come,comes,Medium,tenses,Irregular: come -> came,Think about present time.,,Tenses
tense-traveler,say,future,will say,will say,willed say,said,says,Medium,tenses,Irregular: say -> said,Think about future time.,,Tenses
tense-traveler,make,present,makes,makes,made,will make,makeing,Medium,tenses,Irregular: make -> made,Think about present time.,,Tenses
tense-traveler,take,past,took,takeed,takeing,takes,will take,Medium,tenses,Irregular: take -> took,Think about past time.,,Tenses
tense-traveler,get,past,got,got,geted,geting,gets,Medium,tenses,Irregular: get -> got,Think about past time.,,Tenses
tense-traveler,give,future,will give,willed give,gives,giveing,will give,Medium,tenses,Irregular: give -> gave,Think about future time.,,Tenses
tense-traveler,know,future,will know,willed know,knows,will know,knowing,Medium,tenses,Irregular: know -> knew,Think about future time.,,Tenses
tense-traveler,think,future,will think,willed think,thinking,will think,thought,Medium,tenses,Irregular: think -> thought,Think about future time.,,Tenses
tense-traveler,find,present,finds,finding,finds,will find,found,Medium,tenses,Irregular: find -> found,Think about present time.,,Tenses
tense-traveler,tell,future,will tell,tells,told,willed tell,telling,Medium,tenses,Irregular: tell -> told,Think about future time.,,Tenses
tense-traveler,ask,past,asked,asking,asked,asks,will ask,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,write,future,will write,willed write,writeing,writes,wrote,Medium,tenses,Irregular: write -> wrote,Think about future time.,,Tenses
tense-traveler,read,present,reads,reads,read,reading,will read,Medium,tenses,Past is read (sounds like red),Think about present time.,,Tenses
tense-traveler,speak,present,speaks,will speak,spoke,speaks,speaking,Medium,tenses,Irregular: speak -> spoke,Think about present time.,,Tenses
tense-traveler,break,present,breaks,breaks,will break,breaking,broke,Medium,tenses,Irregular: break -> broke,Think about present time.,,Tenses
tense-traveler,drive,present,drives,drives,driveing,will drive,drove,Medium,tenses,Irregular: drive -> drove,Think about present time.,,Tenses
tense-traveler,ride,past,rode,rideed,will ride,rides,rode,Medium,tenses,Irregular: ride -> rode,Think about past time.,,Tenses
tense-traveler,swim,past,swam,swims,swiming,swimed,swam,Medium,tenses,Irregular: swim -> swam,Think about past time.,,Tenses
tense-traveler,sing,future,will sing,willed sing,sang,sings,singing,Medium,tenses,Irregular: sing -> sang,Think about future time.,,Tenses
tense-traveler,fly,past,flew,flyed,flies,flying,flew,Medium,tenses,Irregular: fly -> flew,Think about past time.,,Tenses
tense-traveler,sleep,present,sleeps,sleeps,slept,will sleep,sleeping,Medium,tenses,Irregular: sleep -> slept,Think about present time.,,Tenses
tense-traveler,keep,past,kept,kept,keeps,keeping,will keep,Medium,tenses,Irregular: keep -> kept,Think about past time.,,Tenses
tense-traveler,sweep,future,will sweep,will sweep,sweeps,willed sweep,swept,Medium,tenses,Irregular: sweep -> swept,Think about future time.,,Tenses
tense-traveler,leave,present,leaves,will leave,leaveing,left,leaves,Medium,tenses,Irregular: leave -> left,Think about present time.,,Tenses
tense-traveler,feel,present,feels,will feel,feeling,feels,felt,Medium,tenses,Irregular: feel -> felt,Think about present time.,,Tenses
tense-traveler,buy,future,will buy,buys,willed buy,buying,bought,Medium,tenses,Irregular: buy -> bought,Think about future time.,,Tenses
tense-traveler,bring,present,brings,brings,will bring,brought,bringing,Medium,tenses,Irregular: bring -> brought,Think about present time.,,Tenses
tense-traveler,fight,present,fights,will fight,fought,fighting,fights,Medium,tenses,Irregular: fight -> fought,Think about present time.,,Tenses
tense-traveler,catch,future,will catch,will catch,willed catch,caught,catches,Medium,tenses,Irregular: catch -> caught,Think about future time.,,Tenses
tense-traveler,teach,future,will teach,willed teach,will teach,teaching,teaches,Medium,tenses,Irregular: teach -> taught,Think about future time.,,Tenses
tense-traveler,lose,present,loses,loses,will lose,lost,loseing,Medium,tenses,Irregular: lose -> lost,Think about present time.,,Tenses
tense-traveler,jump,past,jumped,will jump,jumped,jumping,jumps,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,play,past,played,played,will play,plays,playing,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,walk,past,walked,walks,will walk,walking,walked,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,talk,future,will talk,talking,talked,willed talk,talks,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,look,future,will look,looked,will look,willed look,looks,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,help,present,helps,will help,helping,helps,helped,Medium,tenses,Regular verb,Think about present time.,,Tenses
tense-traveler,cook,future,will cook,willed cook,will cook,cooks,cooking,Medium,tenses,Regular verb,Think about future time.,,Tenses
tense-traveler,clean,past,cleaned,cleans,will clean,cleaning,cleaned,Medium,tenses,Regular verb,Think about past time.,,Tenses
tense-traveler,wash,present,washes,washing,will wash,washed,washs,Medium,tenses,Ends in sh -> add es,Think about present time.,,Tenses
tense-traveler,watch,past,watched,will watch,watched,watching,watches,Medium,tenses,Ends in ch -> add es,Think about past time.,,Tenses
tense-traveler,kiss,present,kisses,kisses,will kiss,kissing,kissed,Medium,tenses,Ends in ss -> add es,Think about present time.,,Tenses
tense-traveler,fix,future,will fix,fixing,fixes,fixed,willed fix,Medium,tenses,Ends in x -> add es,Think about future time.,,Tenses
tense-traveler,go,present,goes,will go,went,gos,going,Medium,tenses,Irregular: go -> went,Think about present time.,,Tenses
tense-traveler,do,future,will do,willed do,doing,did,will do,Medium,tenses,Irregular: do -> did,Think about future time.,,Tenses
tense-traveler,have,present,has,has,haves,haveing,had,Medium,tenses,Irregular: have -> had,Think about present time.,,Tenses
tense-traveler,be,past,was,being,will be,is,was,Medium,tenses,Irregular: be -> was,Think about past time.,,Tenses
tense-traveler,eat,future,will eat,willed eat,ate,eats,eating,Medium,tenses,Irregular: eat -> ate,Think about future time.,,Tenses
tense-traveler,run,future,will run,runs,runing,will run,willed run,Medium,tenses,Irregular: run -> ran,Think about future time.,,Tenses
tense-traveler,see,future,will see,saw,willed see,will see,seeing,Medium,tenses,Irregular: see -> saw,Think about future time.,,Tenses
tense-traveler,come,past,came,came,comeing,comes,comeed,Medium,tenses,Irregular: come -> came,Think about past time.,,Tenses
tense-traveler,say,past,said,said,saying,will say,says,Medium,tenses,Irregular: say -> said,Think about past time.,,Tenses
tense-traveler,make,future,will make,makeing,made,willed make,makes,Medium,tenses,Irregular: make -> made,Think about future time.,,Tenses
